IsID,IsIsikukood,IsEesnimi,IsPerenimi,IsSurmaaeg,KdIDHaridus,KdIDEmakeel,KdIDRahvus,KdIDPerekonnaseis,KdIDKodakondsus,IsIsanimi,IsSynnijargneNimi,KdIDIsikuStaatus,KdIDKirjeStaatus,KdIDPohjus,KdIDSugu,isSynniaeg,IsSaabusEesti,IsLahkusEestist,IsSaabusKOViKpv,AKpID,IsEesnimiEri,IsPerenimiEri,IdKiht,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
2978,43809165013,Marika,Maksimov,,34,100,100,,100,Andres,Marika,532,537,,NAINE,1938-09-16 22:02:37.054267,,,1990-01-01 00:00:00.000000,719.0,Marika,Maksimov,,2390.0,1938-09-16 22:02:37.054267,,,,44
2979,49901073120,Nina,Põdra,,31,133,133,,133,Siim,Nina,532,537,,NAINE,1999-01-07 22:02:37.054267,2013-04-03 22:02:37.054267,2014-05-21 22:02:37.054267,2013-04-03 22:02:37.054267,511.0,Nina,Põdra,,2062.0,1999-01-07 22:02:37.054267,,,,36
2980,51905104130,Dmitri,Jürgenson,,2,100,100,,100,Mati,Dmitri,532,537,,MEES,2019-05-10 22:02:37.054267,,,2009-11-10 00:00:00.000000,321.0,Dmitri,Jürgenson,,647.0,2019-05-10 22:02:37.054267,,,,1
2981,62308222207,Tatjana,Käsper,,2,100,100,,100,Andrei,Tatjana,532,537,,NAINE,2023-08-22 22:02:37.054267,,,2023-03-18 22:02:37.054267,857.0,Tatjana,Käsper,,5179.0,2023-08-22 22:02:37.054267,3903.0,2023-12-05 22:02:37.054267,,37
2982,35706153445,Ivan,Kallaste,,28,100,100,,100,Jaanus,Ivan,532,537,,MEES,1957-06-15 22:02:37.054267,,,2010-09-27 00:00:00.000000,784.0,Ivan,Kallaste,,930.0,1957-06-15 22:02:37.054267,4273.0,2010-03-29 22:02:37.054267,,17
2983,36905281800,Martin,Frolov,,34,215,215,,215,Jevgeni,Martin,532,537,,MEES,1969-05-28 22:02:37.054267,1977-08-06 22:02:37.054267,,2006-07-04 00:00:00.000000,255.0,Martin,Frolov,,1610.0,1969-05-28 22:02:37.054267,3308.0,1992-05-10 22:02:37.054267,,10
2984,49904108587,Ene,Pukk,,28,267,267,,267,Urmas,Ene,532,537,,NAINE,1999-04-10 22:02:37.054267,2000-09-26 22:02:37.054267,,2005-10-11 00:00:00.000000,245.0,Ene,Pukk,,4786.0,1999-04-10 22:02:37.054267,2748.0,2006-11-14 22:02:37.054267,,35
2985,62203118612,Svetlana,Pulk,,2,100,100,,100,Urmas,Svetlana,532,537,,NAINE,2022-03-11 22:02:37.054267,,,2004-08-28 22:02:37.054267,714.0,Svetlana,Pulk,,5867.0,2022-03-11 22:02:37.054267,4657.0,2022-04-06 22:02:37.054267,,35
2986,49501281216,Piret,Post,,22,98,98,,98,Marek,Piret,532,537,,NAINE,1995-01-28 22:02:37.054267,2004-06-21 22:02:37.054267,,1990-01-01 00:00:00.000000,432.0,Piret,Post,,5237.0,1995-01-28 22:02:37.054267,,,,39
2987,48405312693,Mare,Salumäe,,25,100,100,,100,Peeter,Mare,532,537,,NAINE,1984-05-31 22:02:37.054267,,,2014-01-17 22:02:37.054267,567.0,Mare,Salumäe,,1497.0,1984-05-31 22:02:37.054267,1714.0,2019-09-06 22:02:37.054267,,12
2988,32810269308,Meelis,Ernits,,14,100,100,,100,Andres,Meelis,532,537,,MEES,1928-10-26 22:02:37.054267,,,2005-08-28 22:02:37.054267,784.0,Meelis,Ernits,,2448.0,1928-10-26 22:02:37.054267,1812.0,1992-12-27 22:02:37.054267,,50
2989,49606062201,Sirje,Safronov,,34,100,100,,100,Raivo,Sirje,532,537,,NAINE,1996-06-06 22:02:37.054267,,,2014-03-06 00:00:00.000000,784.0,Sirje,Safronov,,5336.0,1996-06-06 22:02:37.054267,1033.0,2005-01-15 22:02:37.054267,,28
2990,62105043807,Katrin,Soo,,2,100,100,,100,Andrus,Katrin,532,537,,NAINE,2021-05-04 22:02:37.054267,,,2013-01-10 00:00:00.000000,661.0,Katrin,Soo,,3499.0,2021-05-04 22:02:37.054267,6036.0,2023-05-18 22:02:37.054267,,30
2991,61204091427,Maie,Jürisson,2020-09-10 22:02:37.054267,4,100,100,,100,Sander,Maie,533,539,,NAINE,2012-04-09 22:02:37.054267,,,2003-10-27 00:00:00.000000,719.0,Maie,Jürisson,,5672.0,2012-04-09 22:02:37.054267,,,,1
2992,33108206945,Tõnu,Lumiste,,14,100,100,,100,Dmitri,Tõnu,532,537,,MEES,1931-08-20 22:02:37.054267,,,1990-01-01 00:00:00.000000,824.0,Tõnu,Lumiste,,6048.0,1931-08-20 22:02:37.054267,,,,33
2993,50108124960,Vello,Tiik,,22,256,256,,256,Marko,Vello,532,537,,MEES,2001-08-12 22:02:37.054267,2024-11-27 22:02:37.054267,2024-12-07 22:02:37.054267,2004-08-27 00:00:00.000000,784.0,Vello,Tiik,,1538.0,2001-08-12 22:02:37.054267,4909.0,2003-01-03 22:02:37.054267,,13
2994,36107234607,Viktor,Vaino,,31,100,100,,100,Priit,Viktor,532,537,,MEES,1961-07-23 22:02:37.054267,,,1990-01-01 00:00:00.000000,784.0,Viktor,Vaino,,5064.0,1961-07-23 22:02:37.054267,4904.0,1984-09-10 22:02:37.054267,,32
2995,60311127608,Marika,Frolov,,14,100,100,,100,Tarmo,Marika,532,537,,NAINE,2003-11-12 22:02:37.054267,,,2020-08-08 00:00:00.000000,184.0,Marika,Frolov,,3092.0,2003-11-12 22:02:37.054267,,,,47
2996,51703306508,Alexander,Laht,,4,100,100,,100,Ants,Alexander,532,537,,MEES,2017-03-30 22:02:37.054267,,,2005-01-11 00:00:00.000000,624.0,Alexander,Laht,,5842.0,2017-03-30 22:02:37.054267,1601.0,2022-12-28 22:02:37.054267,,16
2997,38308026249,Pavel,Tihhomirov,1991-02-20 22:02:37.054267,14,131,131,,131,Tõnu,Pavel,533,539,,MEES,1983-08-02 22:02:37.054267,1984-02-01 22:02:37.054267,,,796.0,Pavel,Tihhomirov,,1123.0,1983-08-02 22:02:37.054267,,,,15
2998,48910026935,Laura,Vill,1991-11-15 22:02:37.054267,25,229,229,,229,Juri,Laura,533,539,,NAINE,1989-10-02 22:02:37.054267,2007-09-01 22:02:37.054267,,,928.0,Laura,Vill,,4043.0,1989-10-02 22:02:37.054267,3743.0,1990-10-23 22:02:37.054267,,23
2999,60807223937,Anne,Pajula,,22,100,100,,100,Sergey,Anne,532,537,,NAINE,2008-07-22 22:02:37.054267,,,2007-12-07 00:00:00.000000,353.0,Anne,Pajula,,5328.0,2008-07-22 22:02:37.054267,1321.0,2014-11-20 22:02:37.054267,,40
3000,50209084819,Margus,Lehtmets,,25,225,225,,225,Maksim,Margus,532,537,,MEES,2002-09-08 22:02:37.054267,2006-12-15 22:02:37.054267,,,353.0,Margus,Lehtmets,,1058.0,2002-09-08 22:02:37.054267,3648.0,2022-03-20 22:02:37.054267,,50
3001,60301291544,Kristi,Volkov,2019-07-07 22:02:37.054267,14,100,100,,100,Artur,Kristi,533,539,,NAINE,2003-01-29 22:02:37.054267,,,1990-01-01 00:00:00.000000,714.0,Kristi,Volkov,,2201.0,2003-01-29 22:02:37.054267,,,,23
3002,49104296044,Sirje,Liivamägi,,25,100,100,,100,Tarmo,Sirje,532,537,,NAINE,1991-04-29 22:02:37.054267,,,2002-10-18 00:00:00.000000,784.0,Sirje,Liivamägi,,213.0,1991-04-29 22:02:37.054267,3643.0,1995-11-28 22:02:37.054267,,31
3003,38401072664,Nikolai,Saare,,14,100,100,,100,Andrei,Nikolai,532,537,,MEES,1984-01-07 22:02:37.054267,,,2016-04-09 00:00:00.000000,198.0,Nikolai,Saare,,5380.0,1984-01-07 22:02:37.054267,,,,3
3004,36102021546,Sergey,Salumäe,,25,100,100,,100,Ivan,Sergey,532,537,,MEES,1961-02-02 22:02:37.054267,,,2006-04-29 00:00:00.000000,714.0,Sergey,Salumäe,,1071.0,1961-02-02 22:02:37.054267,,,,17
3005,38910215015,Pavel,Laan,,31,100,100,,100,Andrei,Pavel,532,537,,MEES,1989-10-21 22:02:37.054267,,,2017-12-29 00:00:00.000000,171.0,Pavel,Laan,,6232.0,1989-10-21 22:02:37.054267,,,,13
3006,39604138245,Andrus,Viira,,25,100,100,,100,Marek,Andrus,532,537,,MEES,1996-04-13 22:02:37.054267,,,,321.0,Andrus,Viira,,4395.0,1996-04-13 22:02:37.054267,2050.0,2007-08-11 22:02:37.054267,,25
3007,34612251676,Kristjan,Karro,,14,100,100,,100,Aleksandr,Kristjan,532,537,,MEES,1946-12-25 22:02:37.054267,,,2007-11-10 00:00:00.000000,784.0,Kristjan,Karro,,985.0,1946-12-25 22:02:37.054267,,,,35
3008,46606058012,Jelena,Holm,,31,100,100,,100,Mihhail,Jelena,532,537,,NAINE,1966-06-05 22:02:37.054267,,,2018-09-08 00:00:00.000000,130.0,Jelena,Holm,,3977.0,1966-06-05 22:02:37.054267,,,,31
3009,33012141807,Andres,Jõe,,31,100,100,,100,Andres,Andres,532,537,,MEES,1930-12-14 22:02:37.054267,,,2008-05-17 00:00:00.000000,834.0,Andres,Jõe,,2398.0,1930-12-14 22:02:37.054267,,,,9
3010,44509071795,Elena,Lepik,,22,100,100,,100,Roman,Elena,532,537,,NAINE,1945-09-07 22:02:37.054267,,,2009-08-20 00:00:00.000000,130.0,Elena,Lepik,,3413.0,1945-09-07 22:02:37.054267,5284.0,1972-03-22 22:02:37.054267,,7
3011,50902286341,Aivar,Maidla,,22,100,100,,100,Mihkel,Aivar,532,537,,MEES,2009-02-28 22:02:37.054267,,,2020-12-02 00:00:00.000000,255.0,Aivar,Maidla,,4509.0,2009-02-28 22:02:37.054267,5933.0,2011-12-04 22:02:37.054267,,9
3012,50603313265,Ivan,Põldma,,14,100,100,,100,Dmitri,Ivan,532,537,,MEES,2006-03-31 22:02:37.054267,,,1994-01-16 00:00:00.000000,784.0,Ivan,Põldma,,4265.0,2006-03-31 22:02:37.054267,,,,27
3013,35809167336,Peeter,Jaakson,,14,270,270,,270,Igor,Peeter,532,537,,MEES,1958-09-16 22:02:37.054267,2020-09-09 22:02:37.054267,,2020-09-09 22:02:37.054267,917.0,Peeter,Jaakson,,892.0,1958-09-16 22:02:37.054267,,,,7
3014,52105067918,Jüri,Makarov,,2,106,106,,106,Artur,Jüri,532,537,,MEES,2021-05-06 22:02:37.054267,2024-09-10 22:02:37.054267,,2020-09-13 00:00:00.000000,714.0,Jüri,Makarov,,3866.0,2021-05-06 22:02:37.054267,,,,41
3015,50403278871,Roman,Mänd,,14,180,180,,180,Marko,Roman,532,537,,MEES,2004-03-27 22:02:37.054267,2011-10-02 22:02:37.054267,,,130.0,Roman,Mänd,,3091.0,2004-03-27 22:02:37.054267,6666.0,2020-02-09 22:02:37.054267,,42
3016,45508095460,Niina,Tuisk,,25,100,100,,100,Juri,Niina,532,537,,NAINE,1955-08-09 22:02:37.054267,,,1999-01-13 00:00:00.000000,478.0,Niina,Tuisk,,4549.0,1955-08-09 22:02:37.054267,5137.0,1982-11-13 22:02:37.054267,,20
3017,38011264630,Tarmo,Reimann,,14,100,100,,100,Mihhail,Tarmo,532,537,,MEES,1980-11-26 22:02:37.054267,,,2001-10-29 00:00:00.000000,624.0,Tarmo,Reimann,,715.0,1980-11-26 22:02:37.054267,5986.0,2002-07-20 22:02:37.054267,,23
3018,35612027289,Priit,Männiste,,14,100,100,,100,Urmas,Priit,532,537,,MEES,1956-12-02 22:02:37.054267,,,2007-09-11 00:00:00.000000,907.0,Priit,Männiste,,3854.0,1956-12-02 22:02:37.054267,4141.0,1967-05-04 22:02:37.054267,,27
3019,50410051577,Siim,Moor,,25,186,186,,186,Priit,Siim,532,537,,MEES,2004-10-05 22:02:37.054267,2015-12-29 22:02:37.054267,,2020-08-08 00:00:00.000000,725.0,Siim,Moor,,3731.0,2004-10-05 22:02:37.054267,,,,15
3020,39509283438,Aleksei,Poom,,14,100,100,,100,Meelis,Aleksei,532,537,,MEES,1995-09-28 22:02:37.054267,,,2005-09-14 22:02:37.054267,130.0,Aleksei,Poom,,2631.0,1995-09-28 22:02:37.054267,6123.0,2012-01-17 22:02:37.054267,,47
3021,50407285556,Oleg,Erm,,14,100,100,,100,Andrus,Oleg,532,537,,MEES,2004-07-28 22:02:37.054267,,,2004-04-10 00:00:00.000000,784.0,Oleg,Erm,,2697.0,2004-07-28 22:02:37.054267,2598.0,2010-12-25 22:02:37.054267,,49
3022,62311197100,Natalia,Vinogradov,,2,100,100,,100,Nikolai,Natalia,532,537,,NAINE,2023-11-19 22:02:37.054267,,,2013-12-30 00:00:00.000000,890.0,Natalia,Vinogradov,,5837.0,2023-11-19 22:02:37.054267,,,,48
3023,52109303568,Aivar,Kütt,,2,100,100,,100,Marek,Aivar,532,537,,MEES,2021-09-30 22:02:37.054267,,,2015-09-19 00:00:00.000000,725.0,Aivar,Kütt,,2797.0,2021-09-30 22:02:37.054267,6259.0,2024-09-25 22:02:37.054267,,44
3024,38103278263,Pavel,Mõttus,,25,100,100,,100,Jevgeni,Pavel,532,537,,MEES,1981-03-27 22:02:37.054267,,,1990-01-01 00:00:00.000000,171.0,Pavel,Mõttus,,1940.0,1981-03-27 22:02:37.054267,,,,23
3025,33411032777,Andrus,Lillemets,,28,100,100,,100,Rein,Andrus,532,537,,MEES,1934-11-03 22:02:37.054267,,,2020-03-03 00:00:00.000000,511.0,Andrus,Lillemets,,3339.0,1934-11-03 22:02:37.054267,6194.0,1983-02-03 22:02:37.054267,,34
3026,35311249563,Aleksander,Pent,,25,100,100,,100,Sergey,Aleksander,532,537,,MEES,1953-11-24 22:02:37.054267,,,2006-02-20 00:00:00.000000,792.0,Aleksander,Pent,,1809.0,1953-11-24 22:02:37.054267,,,,3
3027,52305209478,Raivo,Kroon,,2,55,55,,55,Kristjan,Raivo,532,537,,MEES,2023-05-20 22:02:37.054267,2025-04-16 22:02:37.054267,,2019-03-23 00:00:00.000000,784.0,Raivo,Kroon,,1488.0,2023-05-20 22:02:37.054267,,,,34
3028,33606034411,Viktor,Liivamägi,,14,100,100,,100,Urmas,Viktor,532,537,,MEES,1936-06-03 22:02:37.054267,,,1996-06-22 00:00:00.000000,245.0,Viktor,Liivamägi,,5406.0,1936-06-03 22:02:37.054267,,,,50
3029,46006255881,Kristiina,Jaakson,,34,100,100,,100,Tiit,Kristiina,532,537,,NAINE,1960-06-25 22:02:37.054267,,,2012-07-24 00:00:00.000000,441.0,Kristiina,Jaakson,,980.0,1960-06-25 22:02:37.054267,6035.0,1968-11-26 22:02:37.054267,,50
3030,39708107120,Vladimir,Hansen,,25,162,162,,162,Roman,Vladimir,532,537,,MEES,1997-08-10 22:02:37.054267,2018-11-19 22:02:37.054267,,,511.0,Vladimir,Hansen,,2124.0,1997-08-10 22:02:37.054267,,,,23
3031,52302162655,Valeri,Kapp,,2,100,100,,100,Andrei,Valeri,532,537,,MEES,2023-02-16 22:02:37.054267,,,2016-12-25 00:00:00.000000,557.0,Valeri,Kapp,,4065.0,2023-02-16 22:02:37.054267,,,,19
3032,46409023291,Nadežda,Raidma,,14,100,100,,100,Andres,Nadežda,532,537,,NAINE,1964-09-02 22:02:37.054267,,,2011-10-08 22:02:37.054267,255.0,Nadežda,Raidma,,3248.0,1964-09-02 22:02:37.054267,,,,28
3033,61706172313,Riina,Ernits,,4,81,81,,81,Raivo,Riina,532,537,,NAINE,2017-06-17 22:02:37.054267,2019-09-11 22:02:37.054267,,2008-09-27 00:00:00.000000,784.0,Riina,Ernits,,3919.0,2017-06-17 22:02:37.054267,,,,49
3034,50601077932,Viktor,Pärna,,25,100,100,,100,Oleg,Viktor,532,537,,MEES,2006-01-07 22:02:37.054267,,,2002-09-16 00:00:00.000000,171.0,Viktor,Pärna,,3435.0,2006-01-07 22:02:37.054267,,,,44
3035,50907085394,Aleksandr,Liivamägi,,10,100,100,,100,Indrek,Aleksandr,532,537,,MEES,2009-07-08 22:02:37.054267,,,2014-05-13 00:00:00.000000,624.0,Aleksandr,Liivamägi,,4708.0,2009-07-08 22:02:37.054267,1871.0,2020-07-01 22:02:37.054267,,18
3036,51302152801,Meelis,Siim,,10,100,100,,100,Andrei,Meelis,532,537,,MEES,2013-02-15 22:02:37.054267,,,1990-01-01 00:00:00.000000,430.0,Meelis,Siim,,2974.0,2013-02-15 22:02:37.054267,,,,11
3037,37010207347,Jevgeni,Sokolov,,14,199,199,,199,Raivo,Jevgeni,532,537,,MEES,1970-10-20 22:02:37.054267,1971-06-16 22:02:37.054267,,,353.0,Jevgeni,Sokolov,,309.0,1970-10-20 22:02:37.054267,2065.0,2014-11-17 22:02:37.054267,,36
3038,45905082699,Maria,Lehtla,,25,100,100,,100,Roman,Maria,532,537,,NAINE,1959-05-08 22:02:37.054267,,,1991-11-23 00:00:00.000000,806.0,Maria,Lehtla,,4914.0,1959-05-08 22:02:37.054267,,,,36
3039,49112132206,Viktoria,Michelson,,31,100,100,,100,Valeri,Viktoria,532,537,,NAINE,1991-12-13 22:02:37.054267,,,,321.0,Viktoria,Michelson,,4125.0,1991-12-13 22:02:37.054267,,,,30
3040,39212111624,Mihkel,Teras,,28,47,47,,47,Jaanus,Mihkel,532,537,,MEES,1992-12-11 22:02:37.054267,1998-07-16 22:02:37.054267,,1998-07-16 22:02:37.054267,793.0,Mihkel,Teras,,3846.0,1992-12-11 22:02:37.054267,,,,20
3041,62303288395,Ene,Sillaots,,2,100,100,,100,Mati,Ene,532,537,,NAINE,2023-03-28 22:02:37.054267,,,1999-03-27 00:00:00.000000,719.0,Ene,Sillaots,,6679.0,2023-03-28 22:02:37.054267,,,,37
3042,43204066823,Jekaterina,Kivimäe,,25,56,56,,56,Rein,Jekaterina,532,537,,NAINE,1932-04-06 22:02:37.054267,1964-08-12 22:02:37.054267,,1990-01-01 00:00:00.000000,171.0,Jekaterina,Kivimäe,,2827.0,1932-04-06 22:02:37.054267,4322.0,1964-03-23 22:02:37.054267,,20
3043,48511252698,Maie,Lomp,,22,100,100,,100,Sergey,Maie,532,537,,NAINE,1985-11-25 22:02:37.054267,,,,793.0,Maie,Lomp,,649.0,1985-11-25 22:02:37.054267,4978.0,2009-12-31 22:02:37.054267,,26
3044,60406251961,Maria,Sobolev,,25,100,100,,100,Vladimir,Maria,532,537,,NAINE,2004-06-25 22:02:37.054267,,,1994-10-26 22:02:37.054267,293.0,Maria,Sobolev,,2326.0,2004-06-25 22:02:37.054267,,,,32
3045,46406115403,Linda,Kõiv,,28,256,256,,256,Toomas,Linda,532,537,,NAINE,1964-06-11 22:02:37.054267,1991-04-22 22:02:37.054267,,2004-04-29 00:00:00.000000,784.0,Linda,Kõiv,,6701.0,1964-06-11 22:02:37.054267,,,,9
3046,61208044911,Marika,Johanson,,10,100,100,,100,Raivo,Marika,532,537,,NAINE,2012-08-04 22:02:37.054267,,,1998-11-04 00:00:00.000000,784.0,Marika,Johanson,,5356.0,2012-08-04 22:02:37.054267,,,,23
3047,38808218140,Sergey,Sirel,,25,100,100,,100,Nikolai,Sergey,532,537,,MEES,1988-08-21 22:02:37.054267,,,2009-08-28 00:00:00.000000,714.0,Sergey,Sirel,,5298.0,1988-08-21 22:02:37.054267,,,,28
3048,60411013574,Tiina,Mikk,,25,100,100,,100,Tõnu,Tiina,532,537,,NAINE,2004-11-01 22:02:37.054267,,,,502.0,Tiina,Mikk,,1659.0,2004-11-01 22:02:37.054267,,,,25
3049,36206139020,Andrei,Vaher,1976-01-21 22:02:37.054267,34,100,100,,100,Jüri,Andrei,533,539,,MEES,1962-06-13 22:02:37.054267,,,,784.0,Andrei,Vaher,,4406.0,1962-06-13 22:02:37.054267,4566.0,1973-02-14 22:02:37.054267,,27
3050,52210278305,Maksim,Ott,,2,100,100,,100,Pavel,Maksim,532,537,,MEES,2022-10-27 22:02:37.054267,,,1994-09-18 00:00:00.000000,255.0,Maksim,Ott,,3925.0,2022-10-27 22:02:37.054267,5412.0,2024-01-16 22:02:37.054267,,42
3051,49507024228,Natalja,Beljajev,,25,100,100,,100,Aleksandr,Natalja,532,537,,NAINE,1995-07-02 22:02:37.054267,,,1990-12-31 22:02:37.054267,793.0,Natalja,Beljajev,,3608.0,1995-07-02 22:02:37.054267,,,,41
3052,37609245209,Jevgeni,Kilk,,31,92,92,,92,Tiit,Jevgeni,532,537,,MEES,1976-09-24 22:02:37.054267,2001-08-21 22:02:37.054267,,1991-11-05 00:00:00.000000,624.0,Jevgeni,Kilk,,2636.0,1976-09-24 22:02:37.054267,,,,35
3053,46110112839,Ene,Tõnisson,,14,100,100,,100,Ivan,Ene,532,537,,NAINE,1961-10-11 22:02:37.054267,,,2016-06-30 00:00:00.000000,784.0,Ene,Tõnisson,,6538.0,1961-10-11 22:02:37.054267,,,,4
3054,39610238836,Jüri,Kivi,,14,132,132,,132,Andrei,Jüri,532,537,,MEES,1996-10-23 22:02:37.054267,2002-04-25 22:02:37.054267,2009-05-04 22:02:37.054267,,890.0,Jüri,Kivi,,1767.0,1996-10-23 22:02:37.054267,,,,47
3055,50312143334,Aleksei,Kallaste,2022-01-04 22:02:37.054267,22,94,94,,94,Kristjan,Aleksei,533,539,,MEES,2003-12-14 22:02:37.054267,2009-04-20 22:02:37.054267,,2009-04-20 22:02:37.054267,725.0,Aleksei,Kallaste,,1492.0,2003-12-14 22:02:37.054267,537.0,2004-08-31 22:02:37.054267,,24
3056,51101224293,Aleksandr,Pettai,,10,100,100,,100,Margus,Aleksandr,532,537,,MEES,2011-01-22 22:02:37.054267,,,2013-10-31 00:00:00.000000,615.0,Aleksandr,Pettai,,4105.0,2011-01-22 22:02:37.054267,,,,50
3057,52204087078,Andres,Toom,,2,100,100,,100,Mati,Andres,532,537,,MEES,2022-04-08 22:02:37.054267,,,2002-10-05 22:02:37.054267,624.0,Andres,Toom,,6185.0,2022-04-08 22:02:37.054267,4065.0,2023-02-16 22:02:37.054267,,36
3058,52505057823,Rein,Kirillov,,2,100,100,,100,Andrus,Rein,532,537,,MEES,2025-05-05 22:02:37.054267,,,2010-10-16 00:00:00.000000,712.0,Rein,Kirillov,,2561.0,2025-05-05 22:02:37.054267,2561.0,2025-05-05 22:02:37.054267,,20
3059,45607074045,Galina,Dmitriev,,19,100,100,,100,Siim,Galina,532,537,,NAINE,1956-07-07 22:02:37.054267,,,2009-10-19 00:00:00.000000,622.0,Galina,Dmitriev,,3980.0,1956-07-07 22:02:37.054267,,,,35
3060,61907255484,Maria,Tihhomirov,,2,166,166,,166,Ants,Maria,532,537,,NAINE,2019-07-25 22:02:37.054267,2022-09-10 22:02:37.054267,2024-03-08 22:02:37.054267,2017-09-19 22:02:37.054267,511.0,Maria,Tihhomirov,,1860.0,2019-07-25 22:02:37.054267,3791.0,2024-05-23 22:02:37.054267,,19
3061,62203057252,Ljudmila,Bogdanov,,2,100,100,,100,Ivan,Ljudmila,532,537,,NAINE,2022-03-05 22:02:37.054267,,,1990-01-01 00:00:00.000000,198.0,Ljudmila,Bogdanov,,6870.0,2022-03-05 22:02:37.054267,3167.0,2024-06-14 22:02:37.054267,,13
3062,49403214907,Anu,Jõgi,,34,207,207,,207,Mihkel,Anu,532,537,,NAINE,1994-03-21 22:02:37.054267,2001-12-06 22:02:37.054267,,2017-07-29 00:00:00.000000,198.0,Anu,Jõgi,,5833.0,1994-03-21 22:02:37.054267,,,,22
3063,61902186682,Valentina,Kivilo,,2,269,269,,269,Marek,Valentina,532,537,,NAINE,2019-02-18 22:02:37.054267,2020-11-01 22:02:37.054267,,2012-01-10 00:00:00.000000,557.0,Valentina,Kivilo,,2477.0,2019-02-18 22:02:37.054267,6371.0,2024-09-12 22:02:37.054267,,16
3064,51005034204,Marko,Võsu,2011-04-06 22:02:37.054267,4,100,100,,100,Ants,Marko,533,539,,MEES,2010-05-03 22:02:37.054267,,,,247.0,Marko,Võsu,,524.0,2010-05-03 22:02:37.054267,6628.0,2017-04-27 22:02:37.054267,,11
3065,38010027863,Raivo,Sarapuu,2012-11-23 22:02:37.054267,22,100,100,,100,Priit,Raivo,533,539,,MEES,1980-10-02 22:02:37.054267,,,1990-02-21 00:00:00.000000,784.0,Raivo,Sarapuu,,250.0,1980-10-02 22:02:37.054267,1663.0,1987-02-26 22:02:37.054267,,39
3066,47312184830,Aino,Raadik,,25,100,100,,100,Indrek,Aino,532,537,,NAINE,1973-12-18 22:02:37.054267,,,2019-03-03 00:00:00.000000,431.0,Aino,Raadik,,3402.0,1973-12-18 22:02:37.054267,,,,45
3067,61412284010,Marina,Hein,,10,100,100,,100,Tõnu,Marina,532,537,,NAINE,2014-12-28 22:02:37.054267,,,2018-03-28 00:00:00.000000,784.0,Marina,Hein,,4324.0,2014-12-28 22:02:37.054267,5995.0,2023-10-02 22:02:37.054267,,42
3068,50206282415,Maksim,Aru,2020-04-11 22:02:37.054267,25,100,100,,100,Jüri,Maksim,533,539,,MEES,2002-06-28 22:02:37.054267,,,2011-06-09 00:00:00.000000,897.0,Maksim,Aru,,2527.0,2002-06-28 22:02:37.054267,,,,15
3069,50309237490,Tiit,Mets,,19,100,100,,100,Tõnu,Tiit,532,537,,MEES,2003-09-23 22:02:37.054267,,,2005-01-01 00:00:00.000000,714.0,Tiit,Mets,,2389.0,2003-09-23 22:02:37.054267,,,,21
3070,39204239657,Mihkel,Paju,,31,100,100,,100,Ants,Mihkel,532,537,,MEES,1992-04-23 22:02:37.054267,,,2019-10-22 22:02:37.054267,736.0,Mihkel,Paju,,794.0,1992-04-23 22:02:37.054267,,,,35
3071,51301173774,Toomas,Lind,,4,100,100,,100,Mihhail,Toomas,532,537,,MEES,2013-01-17 22:02:37.054267,,,1992-10-28 00:00:00.000000,899.0,Toomas,Lind,,5190.0,2013-01-17 22:02:37.054267,,,,49
3072,44209015721,Elena,Kala,,28,273,273,,273,Urmas,Elena,532,537,,NAINE,1942-09-01 22:02:37.054267,1958-03-05 22:02:37.054267,,2020-03-06 00:00:00.000000,284.0,Elena,Kala,,6416.0,1942-09-01 22:02:37.054267,,,,37
3073,35807112600,Artur,Konstantinov,,14,100,100,,100,Jüri,Artur,532,537,,MEES,1958-07-11 22:02:37.054267,,,1990-01-01 00:00:00.000000,784.0,Artur,Konstantinov,,4025.0,1958-07-11 22:02:37.054267,,,,35
3074,51007298223,Alexander,Valge,,4,100,100,,100,Pavel,Alexander,532,537,,MEES,2010-07-29 22:02:37.054267,,,1990-01-01 00:00:00.000000,586.0,Alexander,Valge,,3478.0,2010-07-29 22:02:37.054267,4807.0,2017-12-16 22:02:37.054267,,12
3075,45912225084,Nina,Piho,,14,100,100,,100,Jaanus,Nina,532,537,,NAINE,1959-12-22 22:02:37.054267,,,2012-10-27 00:00:00.000000,793.0,Nina,Piho,,3410.0,1959-12-22 22:02:37.054267,,,,16
3076,50103264484,Maksim,Pärtel,,25,262,262,,262,Toomas,Maksim,532,537,,MEES,2001-03-26 22:02:37.054267,2014-07-08 22:02:37.054267,2019-09-10 22:02:37.054267,2007-11-28 00:00:00.000000,145.0,Maksim,Pärtel,,4281.0,2001-03-26 22:02:37.054267,5199.0,2007-05-16 22:02:37.054267,,48
3077,61602015573,Ülle,Tilk,,4,100,100,,100,Vello,Ülle,532,537,,NAINE,2016-02-01 22:02:37.054267,,,2000-11-28 00:00:00.000000,478.0,Ülle,Tilk,,579.0,2016-02-01 22:02:37.054267,,,,31
3078,60501191537,Malle,Sisask,,22,100,100,,100,Alexander,Malle,532,537,,NAINE,2005-01-19 22:02:37.054267,,,,719.0,Malle,Sisask,,3105.0,2005-01-19 22:02:37.054267,,,,26
